Index,fname,label
359,XC369235 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
360,XC369235 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
361,XC369235 - Jungle Owlet - Glaucidium radiatum(3).wav,Jungle Owlet (Glaucidium radiatum)
362,XC369235 - Jungle Owlet - Glaucidium radiatum(4).wav,Jungle Owlet (Glaucidium radiatum)
363,XC369236 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
364,XC397778 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
365,XC397778 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
366,XC397778 - Jungle Owlet - Glaucidium radiatum(3).wav,Jungle Owlet (Glaucidium radiatum)
367,XC397778 - Jungle Owlet - Glaucidium radiatum(4).wav,Jungle Owlet (Glaucidium radiatum)
368,XC401961 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
369,XC403057 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
370,XC403058 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
371,XC404219 - Jungle Owlet - Glaucidium radiatum radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
372,XC404219 - Jungle Owlet - Glaucidium radiatum radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
373,XC404219 - Jungle Owlet - Glaucidium radiatum radiatum(3).wav,Jungle Owlet (Glaucidium radiatum)
374,XC417598 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
375,XC418051 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
376,XC418051 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
377,XC423767 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
378,XC451764 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
379,XC472746 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
380,XC472746 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
381,XC472746 - Jungle Owlet - Glaucidium radiatum(3).wav,Jungle Owlet (Glaucidium radiatum)
382,XC472746 - Jungle Owlet - Glaucidium radiatum(4).wav,Jungle Owlet (Glaucidium radiatum)
383,XC472747 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
384,XC503423 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
385,XC503423 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
386,XC503426 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
387,XC503426 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
388,XC503426 - Jungle Owlet - Glaucidium radiatum(3).wav,Jungle Owlet (Glaucidium radiatum)
389,XC507441 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
390,XC507441 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
391,XC507441 - Jungle Owlet - Glaucidium radiatum(3).wav,Jungle Owlet (Glaucidium radiatum)
392,XC507441 - Jungle Owlet - Glaucidium radiatum(4).wav,Jungle Owlet (Glaucidium radiatum)
393,XC507441 - Jungle Owlet - Glaucidium radiatum(5).wav,Jungle Owlet (Glaucidium radiatum)
394,XC524190 - Jungle Owlet - Glaucidium radiatum.wav,Jungle Owlet (Glaucidium radiatum)
395,XC552874 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
396,XC552874 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
397,XC552874 - Jungle Owlet - Glaucidium radiatum(3).wav,Jungle Owlet (Glaucidium radiatum)
398,XC552874 - Jungle Owlet - Glaucidium radiatum(4).wav,Jungle Owlet (Glaucidium radiatum)
399,XC554215 - Jungle Owlet - Glaucidium radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
400,XC554215 - Jungle Owlet - Glaucidium radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
401,XC73789 - Jungle Owlet - Glaucidium radiatum radiatum(1).wav,Jungle Owlet (Glaucidium radiatum)
402,XC73789 - Jungle Owlet - Glaucidium radiatum radiatum(2).wav,Jungle Owlet (Glaucidium radiatum)
403,XC73789 - Jungle Owlet - Glaucidium radiatum radiatum(3).wav,Jungle Owlet (Glaucidium radiatum)
404,XC73789 - Jungle Owlet - Glaucidium radiatum radiatum(4).wav,Jungle Owlet (Glaucidium radiatum)
405,XC128102 - Mottled Wood Owl - Strix ocellata grisescens(1).wav,Mottled Wood Owl (Strix ocellata)
406,XC128102 - Mottled Wood Owl - Strix ocellata grisescens(2).wav,Mottled Wood Owl (Strix ocellata)
407,XC128102 - Mottled Wood Owl - Strix ocellata grisescens(3).wav,Mottled Wood Owl (Strix ocellata)
408,XC128102 - Mottled Wood Owl - Strix ocellata grisescens(4).wav,Mottled Wood Owl (Strix ocellata)
409,XC128102 - Mottled Wood Owl - Strix ocellata grisescens(5).wav,Mottled Wood Owl (Strix ocellata)
410,XC128102 - Mottled Wood Owl - Strix ocellata grisescens(6).wav,Mottled Wood Owl (Strix ocellata)
411,XC149334 - Mottled Wood Owl - Strix ocellata(1).wav,Mottled Wood Owl (Strix ocellata)
412,XC149334 - Mottled Wood Owl - Strix ocellata(2).wav,Mottled Wood Owl (Strix ocellata)
413,XC149334 - Mottled Wood Owl - Strix ocellata(3).wav,Mottled Wood Owl (Strix ocellata)
414,XC149334 - Mottled Wood Owl - Strix ocellata(4).wav,Mottled Wood Owl (Strix ocellata)
415,XC149334 - Mottled Wood Owl - Strix ocellata(5).wav,Mottled Wood Owl (Strix ocellata)
416,XC149335 - Mottled Wood Owl - Strix ocellata(1).wav,Mottled Wood Owl (Strix ocellata)
417,XC149335 - Mottled Wood Owl - Strix ocellata(2).wav,Mottled Wood Owl (Strix ocellata)
418,XC149335 - Mottled Wood Owl - Strix ocellata(3).wav,Mottled Wood Owl (Strix ocellata)
419,XC149335 - Mottled Wood Owl - Strix ocellata(4).wav,Mottled Wood Owl (Strix ocellata)
420,XC149335 - Mottled Wood Owl - Strix ocellata(5).wav,Mottled Wood Owl (Strix ocellata)
421,XC169974 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
422,XC215269 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
423,XC234061 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
424,XC234470 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
425,XC24068 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
426,XC24069 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
427,XC253410 - Mottled Wood Owl - Strix ocellata(1).wav,Mottled Wood Owl (Strix ocellata)
428,XC253410 - Mottled Wood Owl - Strix ocellata(2).wav,Mottled Wood Owl (Strix ocellata)
429,XC276717 - Mottled Wood Owl - Strix ocellata(1).wav,Mottled Wood Owl (Strix ocellata)
430,XC276717 - Mottled Wood Owl - Strix ocellata(2).wav,Mottled Wood Owl (Strix ocellata)
431,XC276717 - Mottled Wood Owl - Strix ocellata(3).wav,Mottled Wood Owl (Strix ocellata)
432,XC276717 - Mottled Wood Owl - Strix ocellata(4).wav,Mottled Wood Owl (Strix ocellata)
433,XC330053 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
434,XC381937 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
435,XC460756 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
436,XC460757 - Mottled Wood Owl - Strix ocellata(1).wav,Mottled Wood Owl (Strix ocellata)
437,XC460757 - Mottled Wood Owl - Strix ocellata(2).wav,Mottled Wood Owl (Strix ocellata)
438,XC460757 - Mottled Wood Owl - Strix ocellata(3).wav,Mottled Wood Owl (Strix ocellata)
439,XC460757 - Mottled Wood Owl - Strix ocellata(4).wav,Mottled Wood Owl (Strix ocellata)
440,XC460757 - Mottled Wood Owl - Strix ocellata(5).wav,Mottled Wood Owl (Strix ocellata)
441,XC460758 - Mottled Wood Owl - Strix ocellata(1).wav,Mottled Wood Owl (Strix ocellata)
442,XC460758 - Mottled Wood Owl - Strix ocellata(2).wav,Mottled Wood Owl (Strix ocellata)
443,XC460758 - Mottled Wood Owl - Strix ocellata(3).wav,Mottled Wood Owl (Strix ocellata)
444,XC460758 - Mottled Wood Owl - Strix ocellata(4).wav,Mottled Wood Owl (Strix ocellata)
445,XC460758 - Mottled Wood Owl - Strix ocellata(5).wav,Mottled Wood Owl (Strix ocellata)
446,XC460758 - Mottled Wood Owl - Strix ocellata(6).wav,Mottled Wood Owl (Strix ocellata)
447,XC473551 - Mottled Wood Owl - Strix ocellata grandis.wav,Mottled Wood Owl (Strix ocellata)
448,XC537771 - Mottled Wood Owl - Strix ocellata(1).wav,Mottled Wood Owl (Strix ocellata)
449,XC537771 - Mottled Wood Owl - Strix ocellata(10).wav,Mottled Wood Owl (Strix ocellata)
450,XC537771 - Mottled Wood Owl - Strix ocellata(11).wav,Mottled Wood Owl (Strix ocellata)
451,XC537771 - Mottled Wood Owl - Strix ocellata(2).wav,Mottled Wood Owl (Strix ocellata)
452,XC537771 - Mottled Wood Owl - Strix ocellata(3).wav,Mottled Wood Owl (Strix ocellata)
453,XC537771 - Mottled Wood Owl - Strix ocellata(4).wav,Mottled Wood Owl (Strix ocellata)
454,XC537771 - Mottled Wood Owl - Strix ocellata(5).wav,Mottled Wood Owl (Strix ocellata)
455,XC537771 - Mottled Wood Owl - Strix ocellata(6).wav,Mottled Wood Owl (Strix ocellata)
456,XC537771 - Mottled Wood Owl - Strix ocellata(7).wav,Mottled Wood Owl (Strix ocellata)
457,XC537771 - Mottled Wood Owl - Strix ocellata(8).wav,Mottled Wood Owl (Strix ocellata)
458,XC537771 - Mottled Wood Owl - Strix ocellata(9).wav,Mottled Wood Owl (Strix ocellata)
459,XC537854 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
460,XC97304 - Mottled Wood Owl - Strix ocellata.wav,Mottled Wood Owl (Strix ocellata)
461,XC19792 - Oriental Scops Owl - Otus sunia.wav,Oriental Scops Owl (Otus sunia)
462,XC214019 - Oriental Scops Owl - Otus sunia(1).wav,Oriental Scops Owl (Otus sunia)
463,XC214019 - Oriental Scops Owl - Otus sunia.wav,Oriental Scops Owl (Otus sunia)
464,XC217789-1047-OrientalScopsOwl-2(1).wav,Oriental Scops Owl (Otus sunia)
465,XC217789-1047-OrientalScopsOwl-2(2).wav,Oriental Scops Owl (Otus sunia)
466,XC217789-1047-OrientalScopsOwl-2(3).wav,Oriental Scops Owl (Otus sunia)
467,XC217789-1047-OrientalScopsOwl-2.wav,Oriental Scops Owl (Otus sunia)
468,XC217789-1047-OrientalScopsOwl.wav,Oriental Scops Owl (Otus sunia)
469,XC267356 - Oriental Scops Owl - Otus sunia.wav,Oriental Scops Owl (Otus sunia)
470,XC312463 - Oriental Scops Owl - Otus sunia.wav,Oriental Scops Owl (Otus sunia)
471,XC314996-Oriental scops owl siddhgad.wav,Oriental Scops Owl (Otus sunia)
472,XC356748 - Oriental Scops Owl - Otus sunia.wav,Oriental Scops Owl (Otus sunia)
473,XC356748-Orientl Scops Owl_2017_02_18_Cotigao.wav,Oriental Scops Owl (Otus sunia)
474,XC358391-oriental scops owl.wav,Oriental Scops Owl (Otus sunia)
475,XC396843 - Oriental Scops Owl - Otus sunia.wav,Oriental Scops Owl (Otus sunia)
476,XC451143 - Oriental Scops Owl - Otus sunia.wav,Oriental Scops Owl (Otus sunia)
477,XC493754 - Oriental Scops Owl - Otus sunia sunia.wav,Oriental Scops Owl (Otus sunia)
478,XC493779 - Oriental Scops Owl - Otus sunia sunia.wav,Oriental Scops Owl (Otus sunia)
479,XC80580 - Oriental Scops Owl - Otus sunia malayanus.wav,Oriental Scops Owl (Otus sunia)
480,XC96864 - Oriental Scops Owl - Otus sunia.wav,Oriental Scops Owl (Otus sunia)
481,XC173506 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
482,XC173506 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
483,XC173506 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
484,XC173506 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
485,XC188836 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
486,XC194206 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
487,XC19863 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
488,XC276818 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
489,XC291445 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
490,XC291445 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
491,XC291445 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
492,XC291445 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
493,XC291445 - Spotted Owlet - Athene brama(5).wav,Spotted Owlet (Athene brama)
494,XC291445 - Spotted Owlet - Athene brama(6).wav,Spotted Owlet (Athene brama)
495,XC291445 - Spotted Owlet - Athene brama(7).wav,Spotted Owlet (Athene brama)
496,XC291445 - Spotted Owlet - Athene brama(8).wav,Spotted Owlet (Athene brama)
497,XC316835 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
498,XC369057 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
499,XC390365 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
500,XC390368 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
501,XC390368 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
502,XC390368 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
503,XC390368 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
504,XC390368 - Spotted Owlet - Athene brama(5).wav,Spotted Owlet (Athene brama)
505,XC395029 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
506,XC395029 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
507,XC395029 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
508,XC395029 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
509,XC397234 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
510,XC397234 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
511,XC397234 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
512,XC397234 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
513,XC416868 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
514,XC416868 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
515,XC418030 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
516,XC418030 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
517,XC418030 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
518,XC418030 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
519,XC424129 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
520,XC42741 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
521,XC42743 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
522,XC433064 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
523,XC442330 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
524,XC442331 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
525,XC469473 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
526,XC469473 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
527,XC469473 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
528,XC469473 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
529,XC469473 - Spotted Owlet - Athene brama(5).wav,Spotted Owlet (Athene brama)
530,XC487525 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
531,XC487525 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
532,XC487525 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
533,XC487525 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
534,XC487525 - Spotted Owlet - Athene brama(5).wav,Spotted Owlet (Athene brama)
535,XC487525 - Spotted Owlet - Athene brama(6).wav,Spotted Owlet (Athene brama)
536,XC487525 - Spotted Owlet - Athene brama(7).wav,Spotted Owlet (Athene brama)
537,XC517678 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
538,XC517680 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
539,XC517682 - Spotted Owlet - Athene brama brama.wav,Spotted Owlet (Athene brama)
540,XC572904 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
541,XC572904 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
542,XC572904 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
543,XC572904 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
544,XC572904 - Spotted Owlet - Athene brama(5).wav,Spotted Owlet (Athene brama)
545,XC572904 - Spotted Owlet - Athene brama(6).wav,Spotted Owlet (Athene brama)
546,XC572904 - Spotted Owlet - Athene brama(7).wav,Spotted Owlet (Athene brama)
547,XC572905 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
548,XC94315 - Spotted Owlet - Athene brama mayri.wav,Spotted Owlet (Athene brama)
549,XC98652 - Spotted Owlet - Athene brama.wav,Spotted Owlet (Athene brama)
550,XC99384 - Spotted Owlet - Athene brama(1).wav,Spotted Owlet (Athene brama)
551,XC99384 - Spotted Owlet - Athene brama(2).wav,Spotted Owlet (Athene brama)
552,XC99384 - Spotted Owlet - Athene brama(3).wav,Spotted Owlet (Athene brama)
553,XC99384 - Spotted Owlet - Athene brama(4).wav,Spotted Owlet (Athene brama)
